age,capital-gain,capital-loss,hours-per-week,workclass_n,education_n,marital-status_n,occupation_n,relationship_n,race_n,gender_n,native-country_n,income_n
24,0,0,40,3,11,4,6,2,4,1,38,0
32,0,0,40,3,11,0,6,1,4,1,38,0
31,0,0,60,5,15,2,3,0,4,1,38,0
39,0,0,40,3,11,4,7,1,2,1,38,0
27,0,0,40,3,12,4,4,3,4,0,38,0
45,0,0,38,6,12,4,1,1,2,1,38,0
22,0,0,40,7,11,0,0,2,2,0,38,0
31,0,0,40,3,9,4,3,1,1,1,39,0
63,0,0,40,3,11,0,4,1,4,0,38,0
45,0,0,50,3,9,2,4,0,4,1,38,1
28,0,0,50,6,15,5,1,4,4,0,38,0
23,0,0,40,3,9,4,12,3,4,0,38,0
50,0,0,44,3,11,2,3,0,4,1,38,1
33,0,0,40,3,2,2,11,0,4,1,38,0
22,0,0,40,7,15,4,0,3,4,1,38,0
27,13550,0,46,3,9,4,12,1,4,1,38,1
29,0,0,40,3,15,2,14,0,4,1,38,0
36,0,0,35,3,11,0,1,4,4,0,38,0
60,0,0,40,3,3,2,3,0,4,1,25,1
46,0,0,50,3,9,2,14,0,4,1,38,0
67,0,0,40,7,12,6,0,1,4,0,38,0
20,0,0,15,7,15,4,0,3,4,0,9,0
23,0,0,55,3,9,4,12,3,4,1,38,0
38,0,0,50,4,11,2,4,0,4,1,38,0
60,0,0,40,3,14,2,4,0,4,1,38,1
20,0,0,35,5,15,4,3,1,4,0,38,0
37,0,0,48,3,15,6,7,4,2,0,38,0
37,0,0,40,3,11,4,3,4,4,1,38,0
58,0,0,40,3,11,2,3,0,4,1,38,0
25,0,0,30,3,9,4,3,3,4,1,1,0
27,0,0,60,3,15,4,1,4,4,0,38,0
33,0,0,55,3,15,2,7,0,4,1,38,0
43,0,0,40,6,15,0,1,1,4,0,38,0
21,0,0,20,0,15,4,13,3,2,1,38,0
45,0,0,40,3,11,2,3,0,3,1,25,0
44,0,0,40,3,4,2,7,0,2,1,38,0
52,0,0,40,7,5,2,0,0,4,1,38,0
53,4787,0,46,3,11,0,10,1,4,1,38,1
31,0,0,20,3,11,4,8,3,2,0,38,0
18,0,0,15,0,1,4,8,3,1,1,29,0
20,0,0,30,3,11,4,8,3,4,0,38,0
32,0,0,40,3,11,4,7,1,4,1,38,0
48,0,0,40,3,0,2,14,0,2,1,38,0
46,0,0,40,3,11,2,8,0,2,1,38,0
28,0,0,50,3,11,2,7,0,4,1,38,0
27,0,0,40,5,11,4,12,1,2,1,38,0
18,0,0,32,0,15,4,12,3,4,0,38,0
69,9386,0,12,5,11,2,4,0,4,1,38,1
50,0,0,40,4,12,2,12,0,4,1,38,1
43,0,0,40,3,11,2,7,5,4,0,11,0
32,0,0,30,3,9,0,12,4,4,0,38,0
43,0,0,48,3,11,5,4,1,4,0,38,0
52,7688,0,55,5,11,2,12,0,4,1,38,1
50,0,0,40,3,9,2,4,0,4,1,38,1
35,0,0,40,3,15,0,4,1,4,0,38,1
20,0,0,5,7,11,4,0,3,4,0,38,0
73,0,0,65,7,11,6,0,1,4,0,38,0
46,0,0,45,3,11,0,1,3,4,0,38,0
58,0,0,60,3,11,2,14,0,4,1,38,1
46,15024,0,60,4,14,2,10,0,4,1,38,1
40,0,0,50,3,11,4,3,1,4,1,38,0
25,0,0,40,3,9,4,1,3,4,1,38,0
22,0,0,25,3,7,4,1,1,4,0,38,0
33,0,0,40,0,9,2,10,0,4,1,38,0
49,0,0,40,0,8,2,3,0,4,1,38,0
62,0,0,40,3,0,0,10,4,4,0,38,0
56,0,0,48,1,15,0,11,1,2,1,38,0
24,0,0,40,3,11,4,14,4,4,0,25,0
42,0,0,40,3,11,4,8,1,4,0,38,0
41,0,0,40,3,12,0,4,4,4,0,38,0
23,0,0,66,3,9,4,8,1,4,1,6,0
22,0,0,40,7,15,4,0,3,4,1,38,0
35,0,0,40,3,9,4,1,2,4,1,38,0
42,0,0,40,3,11,3,6,2,1,1,38,0
22,0,0,40,3,11,4,7,3,4,1,25,0
32,0,0,50,5,11,2,3,0,4,1,38,0
25,0,0,40,3,11,4,3,3,4,1,38,0
66,0,0,15,3,4,0,9,1,2,0,38,0
26,0,0,38,6,11,2,11,0,4,1,38,0
46,3325,0,55,3,15,0,14,3,4,1,38,0
55,0,0,45,3,9,2,4,0,4,1,38,1
24,0,0,40,3,11,2,3,0,4,1,38,0
25,0,0,40,3,11,4,12,4,4,1,38,0
22,0,0,40,3,15,4,1,1,4,0,38,0
31,0,0,40,3,11,4,8,1,4,1,38,0
30,0,0,40,3,11,0,1,1,4,0,38,0
54,0,0,15,3,11,4,8,1,4,1,38,0
19,0,0,40,7,15,4,0,3,4,0,38,0
56,0,0,40,3,6,0,3,1,4,0,38,1
47,0,0,60,3,11,2,3,0,1,1,23,0
29,0,0,40,3,11,2,3,0,2,1,38,0
53,0,0,40,3,11,2,3,0,4,1,38,0
22,0,0,40,3,11,4,7,4,2,0,38,0
50,0,1902,60,7,9,2,0,0,2,1,38,1
42,0,0,40,3,11,0,4,1,4,0,38,1
21,0,0,40,3,15,4,12,2,4,1,38,0
36,0,0,70,4,11,4,8,1,4,0,38,0
60,0,0,40,3,4,2,12,0,4,1,38,1
69,0,0,25,3,8,6,12,1,4,0,38,0
31,0,0,40,3,11,2,14,0,0,1,38,0
48,0,0,55,3,15,0,1,4,4,0,38,0
23,0,0,40,3,11,4,4,1,4,0,38,0
24,8614,0,40,3,7,5,3,4,1,1,38,1
47,0,0,40,3,11,2,1,0,2,1,38,1
36,0,0,40,3,11,4,7,4,0,0,38,0
39,0,0,50,3,7,2,4,0,4,1,38,1
22,0,0,46,3,11,4,14,1,4,0,38,0
27,10520,0,45,3,9,4,12,1,4,1,38,1
36,0,0,40,3,11,2,7,0,4,1,38,0
54,0,0,40,3,3,2,8,0,4,1,25,0
33,0,0,40,0,11,0,1,4,4,0,38,0
42,7688,0,50,3,11,2,10,0,4,1,38,1
52,0,0,65,3,15,2,12,0,4,1,38,0
23,0,0,32,3,9,4,12,3,4,1,38,0
33,0,0,40,3,3,2,6,0,4,1,25,0
30,0,0,38,3,8,0,1,1,4,0,38,0
35,0,0,38,3,8,2,13,0,2,1,22,0
35,0,0,20,7,8,2,0,5,4,0,38,1
27,0,0,37,3,11,4,6,3,4,1,38,0
24,0,0,35,3,11,4,8,3,4,1,38,0
44,0,0,40,1,11,2,7,0,4,1,38,0
62,0,0,20,3,8,5,9,1,2,0,38,0
45,15024,0,40,3,9,2,4,0,4,1,38,1
75,0,0,20,5,11,2,5,0,4,1,38,0
47,0,0,50,3,9,2,10,0,4,1,38,0
64,0,0,60,3,14,2,4,0,4,1,38,0
54,0,0,42,3,11,0,13,1,4,1,38,1
41,0,0,40,0,9,2,4,0,4,1,38,1
33,0,0,40,3,7,2,3,0,4,1,38,0
20,0,0,10,3,15,4,1,3,4,0,38,0
51,0,0,50,3,9,0,12,1,4,1,38,1
45,0,0,50,4,14,4,3,1,4,1,38,1
18,0,0,72,7,1,4,0,3,4,1,38,0
43,0,0,40,3,0,2,14,0,4,1,40,0
30,0,1504,40,3,11,4,3,3,4,1,38,0
32,0,0,40,3,11,0,1,3,4,0,38,0
45,0,1902,40,3,15,2,3,0,4,1,38,1
61,0,0,40,3,15,0,12,1,4,0,38,0
21,0,0,40,3,3,2,8,2,4,1,8,0
56,0,0,49,3,1,0,3,1,4,1,38,0
28,0,0,60,3,11,4,6,2,4,1,38,0
23,0,0,40,3,15,4,6,3,2,0,38,0
55,0,0,84,3,15,2,14,0,4,1,38,0
27,0,419,20,7,15,2,0,0,4,1,25,0
33,0,0,70,3,11,4,14,1,4,1,38,0
22,0,0,20,3,15,4,1,3,4,0,38,0
43,0,0,40,1,8,2,4,0,4,1,38,0
32,0,0,40,5,11,0,4,4,4,0,38,0
38,0,0,40,3,15,2,12,5,4,0,38,0
18,0,0,20,3,6,4,5,3,4,1,38,0
35,0,0,50,3,15,2,3,0,4,1,38,1
67,0,0,40,7,11,6,0,1,4,0,38,0
29,0,0,40,3,11,0,7,3,4,0,38,0
19,0,0,55,3,3,4,6,1,4,1,25,0
39,0,0,35,3,1,2,3,0,4,1,38,0
29,0,1887,50,3,15,2,4,0,4,1,38,1
45,0,0,55,4,14,2,10,0,4,1,38,1
44,3103,0,40,3,15,2,7,0,4,1,38,1
42,0,0,40,1,5,2,3,0,4,1,38,0
34,0,0,40,3,9,4,12,1,4,1,38,0
52,0,0,40,1,9,2,13,0,4,1,38,0
18,0,0,25,7,1,4,0,3,4,1,38,0
64,0,0,25,3,11,2,5,0,4,1,9,0
30,0,0,45,3,9,2,12,0,4,1,38,1
43,0,0,42,1,9,0,4,4,4,1,10,0
49,0,0,40,5,15,4,3,4,4,1,38,0
35,0,0,40,3,15,2,10,0,4,1,38,1
37,0,0,50,5,14,2,10,0,4,1,38,1
49,0,0,40,3,5,2,6,0,4,1,38,0
19,0,0,40,3,1,5,8,3,4,0,38,0
22,2202,0,4,3,9,4,4,3,4,1,38,0
31,0,0,40,3,11,4,8,3,2,1,38,0
26,0,0,40,3,15,2,3,0,4,1,38,0
44,0,0,55,3,15,2,12,0,4,1,38,0
38,0,0,40,3,15,2,8,5,4,0,38,0
33,0,0,60,5,11,2,12,0,4,1,38,0
24,0,0,37,7,11,5,0,4,2,0,38,0
18,0,0,20,3,2,4,8,3,4,1,38,0
32,0,0,40,3,8,6,13,4,2,0,38,0
27,0,0,40,3,11,0,1,1,4,0,38,0
28,0,0,40,6,12,2,4,0,2,1,22,0
30,0,0,40,5,8,4,3,1,4,1,38,0
33,0,0,38,3,11,4,8,1,2,1,38,0
74,0,0,10,3,12,0,12,1,4,0,38,0
36,0,0,70,3,11,4,3,1,1,1,34,0
36,0,0,55,3,7,2,13,0,4,1,38,0
29,0,2057,20,3,11,2,1,5,4,0,38,0
39,0,0,45,3,9,0,4,4,4,0,38,0
25,0,0,80,4,9,4,12,1,4,1,38,0
21,0,0,40,3,11,5,5,3,4,1,38,0
39,0,0,50,6,8,4,4,4,4,0,38,0
38,0,0,32,3,15,0,10,1,4,0,38,0
20,0,0,25,3,11,4,12,1,1,0,38,0
51,0,0,40,3,11,0,3,1,4,1,38,0
21,0,0,40,3,11,4,1,4,4,0,38,0
36,0,0,40,3,15,4,10,1,4,0,38,0
50,0,0,40,3,11,5,8,4,2,0,38,0
38,0,0,55,3,11,2,4,0,4,1,38,1
25,0,0,40,1,9,4,10,1,4,0,38,0
23,0,0,15,3,15,4,12,3,4,0,38,0
36,0,0,55,3,9,2,4,0,4,1,38,1
41,0,0,40,3,9,2,10,0,4,1,10,0
34,0,0,50,3,12,4,4,1,4,0,38,0
19,0,0,10,6,15,4,8,3,4,1,38,0
18,0,0,3,3,0,4,8,3,4,0,38,0
36,0,0,40,3,0,0,12,3,4,1,38,0
46,0,1887,40,3,15,2,14,0,4,1,38,1
29,0,0,45,3,15,4,3,3,4,1,38,0
23,0,0,32,3,11,4,4,1,4,0,38,0
35,0,0,40,3,11,2,6,0,4,1,38,0
35,0,0,40,3,11,4,14,3,4,1,38,0
40,0,0,40,3,11,2,14,0,4,1,38,0
22,0,0,40,3,15,4,14,3,1,1,38,0
19,0,0,15,6,15,4,1,3,4,0,38,0
70,0,0,40,3,1,2,14,0,4,1,38,0
38,0,0,55,3,15,0,14,1,2,1,38,0
35,0,0,50,3,15,2,12,0,4,1,38,0
25,0,0,35,3,15,4,8,3,4,0,38,0
39,0,0,45,3,15,2,3,0,4,1,38,1
50,0,0,37,3,10,2,10,0,2,1,38,1
43,0,0,50,3,7,2,10,0,4,1,38,0
37,0,0,40,0,15,2,1,0,4,1,29,1
51,7298,0,40,3,11,2,8,0,4,1,7,1
29,0,0,12,7,0,5,0,4,4,0,38,0
20,0,0,40,3,11,4,8,3,2,1,38,0
21,0,0,40,3,15,4,1,1,4,0,38,0
47,0,0,40,3,11,2,6,5,2,0,38,0
44,0,0,40,3,7,0,13,4,4,0,38,0
17,0,1719,15,3,6,4,6,3,4,1,38,0
25,0,0,40,3,1,4,8,1,4,1,38,0
43,0,0,40,6,10,4,10,1,4,0,38,0
46,0,0,40,0,8,2,1,0,4,1,38,1
42,0,0,60,3,15,2,7,0,4,1,38,0
46,0,0,40,1,12,0,10,1,0,1,38,0
22,0,0,30,3,15,4,8,1,4,0,38,0
49,0,0,40,3,11,2,14,0,2,1,38,0
21,0,0,50,3,11,2,7,0,4,1,38,0
53,0,0,40,3,12,2,1,5,4,0,38,1
43,0,0,42,3,15,0,3,4,4,1,38,0
22,0,0,50,3,11,4,8,3,4,1,38,0
33,10520,0,45,3,9,4,10,1,4,0,38,1
28,0,0,40,3,8,4,1,3,4,0,38,0
25,0,0,24,3,15,4,13,4,4,0,38,0
40,0,0,40,3,9,2,4,0,1,1,2,1
50,0,0,45,3,15,2,13,0,4,1,38,1
48,0,0,65,5,15,0,12,4,4,1,38,1
30,0,0,40,3,11,2,7,0,4,1,38,0
33,0,0,38,3,11,3,8,4,2,0,38,0
34,0,0,40,3,15,2,3,0,1,1,29,0
42,0,0,40,3,9,2,1,0,1,1,38,1
48,0,0,65,5,15,2,4,0,1,1,38,0
38,7688,0,45,3,9,2,10,0,4,1,38,1
29,0,0,40,3,11,2,7,0,4,1,38,0
33,0,0,40,3,0,4,6,1,4,1,38,0
64,27828,0,55,3,9,0,4,1,4,1,38,1
44,0,0,25,3,8,2,14,5,4,0,38,0
42,7298,0,50,0,9,2,4,0,4,1,38,1
49,0,0,45,3,11,2,7,0,4,1,38,0
25,0,0,40,3,11,2,6,0,4,1,38,0
33,0,0,40,3,9,4,4,1,4,0,38,0
38,0,0,60,3,15,2,12,0,4,1,38,0
20,0,0,38,3,11,4,12,1,4,0,38,0
44,0,0,50,3,11,4,6,1,4,1,38,0
45,0,0,40,3,9,2,14,0,4,1,38,1
27,0,0,50,4,11,4,12,1,4,1,38,0
18,0,0,40,3,11,4,7,3,4,1,38,0
38,0,0,50,3,11,0,3,4,4,1,38,0
45,0,0,42,3,1,2,3,0,4,1,38,0
27,2174,0,40,1,11,4,11,1,2,1,38,0
64,0,0,16,3,4,6,8,1,2,0,38,0
66,3432,0,20,1,11,2,4,0,4,1,38,0
34,0,0,35,3,9,4,12,1,4,0,38,0
45,0,0,40,5,9,2,14,0,4,1,38,1
42,0,0,40,5,11,0,3,1,4,1,38,0
32,0,1902,60,3,9,2,4,0,4,1,38,1
26,0,0,20,3,0,4,1,1,2,1,38,0
27,0,0,40,3,8,4,3,2,4,1,38,0
21,0,0,40,3,15,4,12,2,4,0,38,0
23,0,0,30,7,15,4,0,3,4,1,38,0
47,0,0,40,3,15,2,3,0,4,1,38,0
20,0,0,40,6,15,4,1,3,4,0,38,0
46,0,0,38,6,9,2,10,0,4,1,38,1
35,0,0,40,7,11,2,0,5,2,0,38,0
55,0,1887,40,3,9,2,4,0,4,1,38,1
28,0,0,24,3,15,4,13,3,4,0,38,0
21,0,0,40,3,15,4,12,3,4,0,38,0
36,0,0,40,3,11,4,7,1,4,1,38,0
29,0,0,60,3,10,0,10,1,4,0,38,1
38,0,0,40,3,9,2,4,0,4,1,38,1
37,0,0,50,3,9,2,4,0,4,1,38,1
81,0,0,45,5,3,6,12,2,4,1,25,0
41,0,0,40,3,15,0,4,1,4,0,38,0
29,0,0,40,3,9,4,12,3,4,0,38,0
30,0,0,40,5,7,0,1,1,4,0,38,0
25,0,0,40,3,11,4,1,1,4,1,38,0
42,0,0,40,0,11,4,1,4,4,0,38,0
30,0,0,40,3,11,0,14,3,2,1,38,0
65,0,0,20,7,11,2,0,0,4,1,38,0
18,0,0,35,3,11,4,8,3,4,1,38,0
26,6497,0,48,3,1,4,7,4,4,1,38,0
30,0,0,48,3,15,4,11,3,4,1,38,0
61,0,0,42,3,7,2,4,0,4,1,38,0
21,0,0,45,3,11,4,7,1,4,1,38,0
53,0,0,48,3,11,2,7,0,4,1,38,0
41,0,2415,55,4,14,2,4,5,4,0,38,1
43,15024,0,45,4,15,2,4,0,4,1,38,1
60,0,0,15,3,5,5,9,4,2,0,38,0
47,0,0,40,3,0,2,3,0,4,1,38,0
48,0,0,40,3,15,0,1,1,2,1,38,0
32,0,0,40,3,9,4,10,4,4,0,38,0
25,0,0,35,7,12,4,0,1,4,0,1,0
31,0,0,40,3,9,4,10,4,4,1,38,0
33,0,0,30,6,12,4,10,1,4,1,38,0
27,0,0,50,5,11,2,5,0,4,1,38,0
44,0,0,40,3,11,0,1,4,4,0,38,1
44,7298,0,45,3,15,2,10,0,4,1,38,1
37,0,0,40,3,15,2,7,0,4,1,38,0
34,0,0,40,3,11,0,6,1,2,1,38,0
51,0,0,40,0,15,2,10,0,4,1,38,1
51,0,0,40,3,12,0,11,4,4,1,38,0
25,0,0,60,1,9,2,10,0,4,1,38,0
25,0,0,24,3,9,4,8,1,2,0,22,0
29,0,0,50,0,9,1,10,0,4,1,38,1
36,0,0,70,5,11,4,5,1,4,1,38,1
55,0,0,40,3,11,0,7,1,4,0,38,0
39,0,0,40,3,9,0,12,4,4,0,38,0
31,0,0,40,3,0,0,6,1,4,1,38,0
31,0,0,40,3,14,2,13,0,1,1,18,0
51,0,0,40,4,8,4,1,3,4,0,38,0
30,2463,0,40,3,8,4,1,2,1,1,39,0
62,0,0,32,3,11,4,1,1,4,0,38,0
37,99999,0,60,3,9,2,12,0,4,1,38,1
30,7688,0,50,4,9,2,12,0,4,1,38,1
27,0,0,52,3,9,0,4,1,4,1,38,0
32,7298,0,45,3,9,2,4,0,4,1,38,1
23,0,0,30,3,15,4,1,3,4,1,38,0
35,0,0,50,5,6,2,3,0,4,1,38,0
46,0,0,36,3,7,4,10,4,4,0,38,0
45,0,0,50,4,9,0,4,4,4,1,38,1
27,0,0,40,3,11,2,6,0,4,1,38,0
46,0,0,40,3,11,2,12,0,4,1,38,1
22,0,0,20,3,1,2,1,5,4,0,38,0
37,0,0,30,6,15,0,10,4,4,0,38,0
42,0,0,40,3,15,2,4,0,4,1,32,0
45,0,0,40,3,11,0,7,4,4,0,38,0
33,0,0,40,6,8,2,10,0,4,1,38,0
46,0,0,40,3,8,3,7,4,4,1,38,0
24,0,0,50,3,11,4,14,3,4,1,38,0
56,0,0,40,3,11,5,3,1,4,0,38,0
34,0,0,12,3,15,4,10,1,4,0,38,1
50,0,0,40,3,11,2,7,0,4,1,38,1
48,0,0,50,4,9,2,4,0,4,1,38,1
45,0,0,36,3,1,2,8,5,4,0,38,0
55,5178,0,50,3,8,2,14,0,4,1,38,1
41,0,0,40,6,15,0,1,1,4,0,38,0
66,0,0,24,3,15,2,4,0,4,1,38,0
29,0,1408,40,0,15,4,10,1,4,0,38,0
37,5013,0,40,3,15,2,13,5,4,0,38,0
63,0,0,40,7,14,2,0,0,4,1,38,0
61,15024,0,40,3,7,2,12,0,4,1,38,1
64,27828,0,50,3,9,0,4,4,4,1,38,1
35,0,0,35,3,11,2,6,0,4,1,38,0
22,0,0,40,3,15,4,1,3,4,0,38,0
58,2936,0,50,3,5,2,7,0,4,1,25,0
58,0,0,45,3,15,2,12,0,4,1,38,1
24,0,0,48,3,11,4,6,3,4,0,38,0
34,0,0,6,3,15,0,10,4,4,0,38,0
33,0,0,50,1,12,4,10,1,4,0,38,0
33,0,0,60,5,11,2,14,0,4,1,38,0
17,0,0,15,3,1,4,8,3,4,0,38,0
27,0,0,40,3,9,2,12,2,4,1,38,1
20,0,0,20,4,15,4,1,3,4,0,38,0
52,0,1755,40,3,9,0,10,4,4,0,38,1
30,0,0,40,3,5,0,14,1,4,1,38,0
22,0,0,40,3,9,4,10,1,4,1,38,0
20,0,0,40,3,7,4,8,1,4,0,38,0
64,0,0,45,1,4,0,8,1,4,0,38,0
49,15024,0,50,3,12,2,4,0,4,1,38,1
38,0,0,60,3,9,0,8,1,2,0,38,0
46,0,0,80,0,11,2,1,0,2,1,38,1
17,0,0,20,3,0,4,8,3,4,1,38,0
45,0,0,40,3,3,2,7,0,4,1,25,0
27,0,0,40,3,9,4,4,3,4,0,38,0
45,0,0,30,4,8,0,12,4,4,0,38,0
26,0,0,78,4,11,0,4,1,4,1,38,1
23,0,1974,20,3,7,4,1,3,4,0,38,0
44,0,0,45,1,9,0,10,4,4,1,38,0
36,0,1741,40,3,9,0,4,1,4,1,38,0
35,0,0,40,3,6,4,4,1,4,0,38,0
24,0,0,40,7,11,2,0,5,4,0,38,0
56,0,0,40,3,9,3,10,4,4,0,38,0
47,0,0,40,3,12,0,13,1,4,1,38,0
32,0,0,50,3,9,2,6,0,4,1,38,1
29,3325,0,10,3,9,4,4,3,4,0,38,0
55,0,0,5,7,7,3,0,1,4,0,38,0
35,0,0,50,4,9,2,4,0,4,1,38,1
37,0,0,68,3,11,2,3,0,4,1,38,0
36,3908,0,75,5,8,2,5,0,4,1,38,0
33,0,0,45,3,11,2,12,5,4,0,38,0
34,0,0,50,3,11,0,14,1,4,1,38,0
24,0,0,40,3,15,4,6,3,4,1,38,0
25,0,0,40,3,11,4,1,1,4,0,38,0
31,0,0,45,4,11,4,3,1,4,1,38,0
38,0,0,40,3,8,2,3,0,4,1,38,0
30,0,0,40,3,9,2,12,0,4,1,25,1
35,0,0,32,3,11,2,3,0,4,1,38,0
67,0,0,60,7,9,0,0,1,4,0,38,0
34,0,0,40,3,9,2,10,5,4,0,38,0
46,0,0,40,3,11,2,1,5,4,0,38,0
19,0,0,16,1,15,4,12,3,4,0,38,0
26,0,0,15,3,7,4,8,3,2,0,38,0
28,0,0,40,3,15,4,10,1,2,1,38,0
47,0,0,40,3,15,2,3,0,4,1,38,0
49,0,0,40,1,12,2,1,0,4,1,21,1
33,0,1887,40,5,14,2,10,0,4,1,38,1
44,0,0,40,3,9,2,10,0,4,1,38,1
30,0,0,40,3,11,4,9,3,4,0,12,0
18,0,0,16,3,15,4,8,3,1,1,38,0
60,3103,0,60,5,11,2,14,0,4,1,38,1
44,14084,0,56,3,12,4,4,1,4,1,38,1
81,0,0,24,7,14,2,0,0,4,1,38,1
43,0,0,40,6,15,4,8,1,4,0,38,0
35,0,0,20,3,2,4,5,1,4,1,38,0
58,0,0,72,5,11,2,5,0,4,1,38,0
32,0,0,40,3,9,2,10,0,1,1,18,0
40,0,0,35,3,11,2,14,0,4,1,38,0
32,0,0,40,3,11,4,8,3,2,0,38,0
21,0,1721,35,3,15,4,1,3,4,0,38,0
44,0,0,25,3,11,2,8,0,4,1,25,0
33,0,1902,45,3,9,2,1,0,4,1,38,1
25,0,0,40,3,15,4,12,3,4,0,38,0
42,0,0,40,3,11,0,7,1,4,1,38,0
27,0,0,40,3,11,4,14,3,4,1,38,0
62,0,0,40,7,0,2,0,0,4,1,38,0
31,0,0,40,5,11,4,12,1,2,1,38,0
33,0,0,40,6,9,4,10,2,2,0,38,0
50,0,0,55,5,15,2,3,0,4,1,38,0
50,7688,0,50,3,12,2,10,0,4,1,38,1
46,0,0,60,3,8,2,10,0,4,1,38,0
22,0,0,35,3,7,4,8,4,4,0,38,0
66,20051,0,55,6,14,2,4,0,2,1,38,1
52,0,0,45,3,11,4,8,4,4,0,38,0
57,0,1602,45,5,3,6,3,2,4,0,3,0
41,0,0,40,5,8,0,5,1,4,1,38,0
42,0,1579,42,3,11,2,7,0,4,1,38,0
19,0,0,30,3,2,4,8,2,4,0,38,0
45,0,0,60,1,9,0,4,4,2,0,38,0
51,0,0,99,5,2,2,8,0,4,1,38,0
69,0,0,1,7,7,0,0,4,4,0,38,0
45,0,0,30,5,9,2,10,0,4,1,38,0
48,0,0,50,3,15,0,1,1,4,0,38,0
60,7298,0,40,0,15,2,1,0,4,1,38,1
42,0,0,40,3,11,4,12,3,4,0,38,0
19,0,0,10,6,15,4,1,3,4,0,38,0
39,0,0,70,5,11,2,12,0,4,1,38,0
46,0,0,50,3,11,2,7,0,4,1,38,1
58,3908,0,40,1,11,2,11,0,4,1,38,0
36,0,0,45,3,15,0,10,4,4,0,38,0
21,0,0,35,3,11,4,3,4,4,1,38,0
41,0,0,40,3,14,2,4,0,4,1,38,1
17,0,0,20,3,1,4,8,3,4,0,38,0
29,0,0,40,3,11,2,7,0,4,1,38,0
52,0,0,60,3,15,0,1,1,4,0,38,0
33,0,0,40,3,7,2,12,0,4,1,25,0
38,0,0,35,3,12,4,4,4,2,0,38,0
42,0,0,40,3,9,2,12,0,4,1,38,1
24,0,0,30,6,7,2,1,0,4,1,38,0
59,0,0,60,3,15,2,4,0,4,1,38,1
36,0,2415,45,3,9,2,12,0,4,1,38,1
54,7688,0,40,3,15,2,13,0,4,1,38,1
39,15024,0,50,3,9,2,12,0,4,1,38,1
42,0,0,96,5,11,2,14,0,4,1,38,0
54,0,0,50,5,9,2,3,0,4,1,38,0
26,0,0,40,3,7,3,3,2,1,0,38,0
50,0,0,40,3,11,2,6,0,4,1,38,1
42,0,0,45,3,8,2,8,0,4,1,38,0
48,7688,0,40,0,9,2,1,5,4,0,38,1
31,0,0,30,3,9,6,8,1,4,0,38,0
56,0,0,45,3,11,4,10,1,4,0,38,0
28,0,0,40,1,7,2,1,5,4,0,38,1
34,0,0,45,3,11,2,1,0,4,1,38,1
28,0,0,40,3,11,4,14,1,4,0,38,0
41,0,0,40,3,9,2,3,0,1,1,38,1
44,0,1887,60,3,15,2,14,0,4,1,38,1
34,0,0,65,3,7,2,3,0,4,1,38,0
26,0,0,55,3,12,4,10,1,4,1,38,1
37,0,2824,40,3,9,4,4,1,4,1,38,1
64,3411,0,15,7,15,2,0,0,4,1,38,0
25,0,0,40,3,8,0,1,4,4,0,38,0
48,0,0,40,5,15,2,3,0,4,1,38,0
47,0,0,40,3,15,0,1,1,4,0,38,0
17,0,0,20,3,1,4,8,2,4,0,38,0
44,0,0,40,3,4,2,7,0,4,1,25,0
46,0,0,40,1,15,0,14,1,4,0,38,0
32,0,0,50,7,9,0,0,1,4,1,38,0
42,0,0,40,0,15,2,14,0,2,1,38,0
33,0,0,50,5,9,0,12,1,4,1,38,1
61,0,0,40,3,11,0,8,1,2,0,38,0
47,0,0,40,3,9,2,3,0,4,1,38,0
35,8614,0,45,3,9,4,12,1,4,0,38,1
62,0,0,40,3,0,2,3,0,2,1,38,0
62,0,0,40,5,9,2,4,0,4,1,38,0
38,99999,0,60,3,14,2,10,0,4,1,38,1
19,0,0,40,7,15,4,0,3,4,0,38,0
33,0,0,40,3,9,2,10,0,4,1,38,0
39,0,0,42,1,9,2,10,5,4,0,38,0
17,0,0,10,3,1,4,6,3,4,1,38,0
58,0,0,40,3,15,2,4,0,4,1,38,0
35,0,0,50,4,9,5,10,1,4,0,38,0
34,4064,0,50,1,11,2,11,0,4,1,38,0
55,0,0,40,7,5,0,0,4,4,0,38,0
32,0,0,40,3,15,2,3,0,4,1,38,0
19,0,0,40,4,11,4,12,3,4,1,38,0
41,0,0,40,3,11,2,7,0,4,1,38,0
24,0,0,40,3,11,0,8,4,4,0,38,0
52,0,0,35,7,11,2,0,0,4,1,38,0
48,0,0,40,1,9,2,10,0,4,1,38,0
32,0,0,30,3,15,0,10,1,4,0,38,0
47,0,0,35,1,11,0,1,4,4,0,38,0
38,0,0,40,3,14,2,12,5,4,0,38,0
18,0,0,40,3,11,4,6,3,2,1,38,0
25,0,0,40,3,11,2,3,0,4,1,38,0
36,0,0,32,3,9,2,10,5,4,0,38,1
40,0,0,20,3,8,0,10,1,4,0,38,0
56,0,0,20,5,1,2,3,0,4,1,38,0
50,0,0,40,3,8,0,10,4,4,0,38,1
55,6418,0,50,3,11,2,1,0,4,1,38,1
32,0,0,40,1,11,2,11,0,4,1,38,0
41,0,0,43,3,8,2,3,0,4,1,38,1
28,0,0,52,3,15,4,1,1,4,0,38,0
53,0,0,55,3,15,2,4,0,4,1,38,0
26,0,0,40,7,8,2,0,5,4,0,38,0
60,5455,0,55,1,9,5,10,4,4,0,38,0
